Ortschaftsname,PLZ,Zusatzziffer,Gemeindename,BFS-Nr,Kantonskürzel,E,N,Sprache
Stadel b. Niederglatt,8174,0,Stadel,100,ZH,677373.465193229,264551.463266377,de
Windlach,8175,0,Stadel,100,ZH,678022.51778384,266117.487694917,de
Niederhasli,8155,0,Steinmaur,101,ZH,678067.005116728,260585.207263598,de
Steinmaur,8162,0,Steinmaur,101,ZH,676630.138884131,261425.804893383,de
Sünikon,8162,1,Steinmaur,101,ZH,675152.934500771,260470.922681874,de
Weiach,8187,0,Weiach,102,ZH,675208.686758663,267912.510258951,de
Hinwil,8340,0,Bäretswil,111,ZH,706804.672371696,242329.341463586,de
Bäretswil,8344,0,Bäretswil,111,ZH,707098.943779076,243930.84427752,de
Adetswil,8345,0,Bäretswil,111,ZH,705931.640837791,244241.836204667,de
Gibswil,8498,0,Bäretswil,111,ZH,710637.125846031,243444.213529391,de
Bubikon,8608,0,Bubikon,112,ZH,704319.497354004,236261.405396237,de
Wolfhausen,8633,0,Bubikon,112,ZH,703046.787655347,234854.64558623,de
Hinwil,8340,0,Dürnten,113,ZH,706846.083796136,237963.715431559,de
Bubikon,8608,0,Dürnten,113,ZH,705285.124304,236111.080797499,de
Rüti ZH,8630,0,Dürnten,113,ZH,707133.213791534,235737.674595513,de
Tann,8632,0,Dürnten,113,ZH,706927.70565065,235700.381990097,de
Dürnten,8635,0,Dürnten,113,ZH,706265.576481758,237310.937310875,de
Wald ZH,8636,0,Dürnten,113,ZH,709840.930967578,236602.345085776,de
Bauma,8494,0,Fischenthal,114,ZH,711991.540503671,246484.715385223,de
Steg im Tösstal,8496,0,Fischenthal,114,ZH,712850.750111356,245858.716876011,de
Fischenthal,8497,0,Fischenthal,114,ZH,711913.422736562,243345.684076232,de
Gibswil,8498,0,Fischenthal,114,ZH,711645.216497146,241392.052492088,de
Bertschikon (Gossau ZH),8614,0,Gossau (ZH),115,ZH,699687.255244533,241957.710068892,de
Mönchaltorf,8617,0,Gossau (ZH),115,ZH,698066.853612324,240667.790500008,de
Grüt (Gossau ZH),8624,0,Gossau (ZH),115,ZH,701574.974022043,240888.382696903,de
Gossau ZH,8625,0,Gossau (ZH),115,ZH,700134.006904203,239751.528739015,de
Ottikon (Gossau ZH),8626,0,Gossau (ZH),115,ZH,701403.285786893,239266.526399171,de
Grüningen,8627,0,Gossau (ZH),115,ZH,698214.205149397,238330.256050252,de
Grüningen,8627,0,Grüningen,116,ZH,700105.454322401,237944.551245455,de
Hinwil,8340,0,Hinwil,117,ZH,706523.906831464,239878.086588687,de
Wernetshausen,8342,0,Hinwil,117,ZH,707982.949866716,239658.715961312,de
Gibswil,8498,0,Hinwil,117,ZH,710443.686114288,240882.038328863,de
Rüti ZH,8630,0,Rüti (ZH),118,ZH,706755.592319777,235203.894552253,de
Wald ZH,8636,0,Rüti (ZH),118,ZH,710867.998822525,236235.045478131,de
Aathal-Seegräben,8607,0,Seegräben,119,ZH,700584.964332989,244029.351286452,de
Fischenthal,8497,0,Wald (ZH),120,ZH,712916.172688563,241429.082594633,de
Wald ZH,8636,0,Wald (ZH),120,ZH,711772.46603911,237290.860820191,de
Laupen ZH,8637,0,Wald (ZH),120,ZH,712733.023983332,235981.587863578,de
Adetswil,8345,0,Wetzikon (ZH),121,ZH,705163.169957686,243593.004354718,de
Wetzikon ZH,8620,0,Wetzikon (ZH),121,ZH,703395.033236507,242180.775348582,de
Wetzikon ZH,8623,0,Wetzikon (ZH),121,ZH,704512.700014321,243288.104282394,de
Zürich,8041,0,Adliswil,131,ZH,681239.201442927,241830.122131318,de
Adliswil,8134,0,Adliswil,131,ZH,681937.546245775,240783.934856161,de
Kilchberg ZH,8802,0,Kilchberg (ZH),135,ZH,683477.244929664,241647.833974567,de
Langnau am Albis,8135,0,Langnau am Albis,136,ZH,682903.284926284,238062.406437061,de
Oberrieden,8942,0,Oberrieden,137,ZH,686107.141512812,236859.309343972,de
Richterswil,8805,0,Richterswil,138,ZH,695630.679377217,229360.27718249,de
Samstagern,8833,0,Richterswil,138,ZH,693941.516665006,227812.678562173,de
Rüschlikon,8803,0,Rüschlikon,139,ZH,684406.26495882,240427.500263525,de
Gattikon,8136,0,Thalwil,141,ZH,684119.304273756,237676.538280248,de
Thalwil,8800,0,Thalwil,141,ZH,685515.823379771,238319.464161967,de
Erlenbach ZH,8703,0,Erlenbach (ZH),151,ZH,687192.644477247,239686.40734171,de
Erlenbach ZH,8703,0,Herrliberg,152,ZH,688149.207129654,238743.669913465,de
